"country","year","kWh","continent"
"Russia",1989,,"Europe"
"Rwanda",1989,,"Africa"
"St. Barthélemy",1989,,"Americas"
"St. Helena",1989,,"Africa"
"St. Kitts and Nevis",1989,,"Americas"
"St. Lucia",1989,,"Americas"
"St. Martin",1989,,
"St. Vincent and the Grenadines",1989,,"Americas"
"St.-Pierre-et-Miquelon",1989,,"Americas"
"Samoa",1989,,"Oceania"
"San Marino",1989,,"Europe"
"Sao Tome and Principe",1989,,"Africa"
"Saudi Arabia",1989,6.0464e+10,"Asia"
"Senegal",1989,7.35e+08,"Africa"
"Serbia",1989,,"Europe"
"Serbia and Montenegro",1989,,
"Serbia excluding Kosovo",1989,,"Europe"
"Seychelles",1989,,"Africa"
"Sierra Leone",1989,,"Africa"
"Singapore",1989,13657033700.7847,"Asia"
"Slovak Republic",1989,27630975673.3489,"Europe"
"Slovenia",1989,,"Europe"
"Solomon Islands",1989,,"Oceania"
"Somalia",1989,,"Africa"
"Somaliland",1989,,"Africa"
"South Africa",1989,160035210630.143,"Africa"
"South Ossetia",1989,,
"Spain",1989,133760596793.012,"Europe"
"Sri Lanka",1989,2408930015.75037,"Asia"
"Sudan",1989,855060855.402462,"Africa"
"Suriname",1989,,"Americas"
"Svalbard",1989,,"Europe"
"Swaziland",1989,,"Africa"
"Sweden",1989,133377526868.594,"Europe"
"Switzerland",1989,48769386487.2891,"Europe"
"Syria",1989,8.179e+09,"Asia"
"Taiwan",1989,,"Asia"
"Tajikistan",1989,,"Asia"
"Tanzania",1989,1.151e+09,"Africa"
"Thailand",1989,3.4297e+10,"Asia"
"Timor-Leste",1989,,"Asia"
"Togo",1989,3.17e+08,"Africa"
"Tokelau",1989,,"Oceania"
"Tonga",1989,,"Oceania"
"Transnistria",1989,,
"Trinidad and Tobago",1989,3.056e+09,"Americas"
"Tunisia",1989,4918996054.80517,"Africa"
"Turkey",1989,4.6355e+10,"Asia"
"Turkmenistan",1989,,"Asia"
"Turks and Caicos Islands",1989,,"Americas"
"Tuvalu",1989,,"Oceania"
"Uganda",1989,,"Africa"
"Ukraine",1989,,"Europe"
"United Arab Emirates",1989,1.4207e+10,"Asia"
"United Kingdom",1989,302135837127.721,"Europe"
"United States",1989,2892874614667.43,"Americas"
"Uruguay",1989,3.726e+09,"Americas"
"USSR",1989,,"Europe"
"Uzbekistan",1989,,"Asia"
"Wallis et Futuna",1989,,"Oceania"
"Vanuatu",1989,,"Oceania"
"Venezuela",1989,47624107645.0112,"Americas"
"West Bank and Gaza",1989,,"Asia"
"West Germany",1989,,"Europe"
"Western Sahara",1989,,"Africa"
"Vietnam",1989,6186425842.15889,"Asia"
"Virgin Islands (U.S.)",1989,,"Americas"
"North Yemen (former)",1989,,
"South Yemen (former)",1989,,
"Yemen",1989,1.212e+09,"Asia"
"Yugoslavia",1989,,
"Zambia",1989,6.099e+09,"Africa"
"Zimbabwe",1989,8.973e+09,"Africa"
"Åland",1989,,"Europe"
"South Sudan",1989,,"Africa"
"Christian",1989,,
"Coastline",1989,,
"Curaçao",1989,,"Americas"
"Sint Maarten (Dutch part)",1989,,"Americas"
"St. Martin (French part)",1989,,"Americas"
"Antarctica",1989,,
"Virgin Islands, British",1989,,"Americas"
"Hawaiian Trade Zone",1989,,
"U.S. Pacific Islands",1989,,
"Wake Island",1989,,
"Bonaire",1989,,
"Sark",1989,,
"Chinese Taipei",1989,,"Asia"
"Saint Eustatius",1989,,
"Saba",1989,,
"Abkhazia",1990,,
"Afghanistan",1990,,"Asia"
"Akrotiri and Dhekelia",1990,,
"Albania",1990,1.717e+09,"Europe"
"Algeria",1990,1.3693e+10,"Africa"
"American Samoa",1990,,"Oceania"
"Andorra",1990,,"Europe"
"Angola",1990,6.3e+08,"Africa"
"Anguilla",1990,,"Americas"
"Antigua and Barbuda",1990,,"Americas"
"Argentina",1990,4.2534e+10,"Americas"
"Armenia",1990,9.633e+09,"Asia"
"Aruba",1990,,"Americas"
"Australia",1990,145782796013.736,"Oceania"
"Austria",1990,46878160096.7719,"Europe"
"Azerbaijan",1990,18636164548.1212,"Asia"
"Bahamas",1990,,"Americas"
"Bahrain",1990,3.24e+09,"Asia"
"Bangladesh",1990,5.136e+09,"Asia"
"Barbados",1990,,"Americas"
"Belarus",1990,44946729698.6947,"Europe"
"Belgium",1990,63477857449.2853,"Europe"
"Belize",1990,,"Americas"
"Benin",1990,,"Africa"
"Bermuda",1990,,"Americas"
"Bhutan",1990,,"Asia"
"Bolivia",1990,1.827e+09,"Americas"
"Bosnia and Herzegovina",1990,1.3112e+10,"Europe"
"Botswana",1990,9.9e+08,"Africa"
"Brazil",1990,2.17658e+11,"Americas"
"British Virgin Islands",1990,,"Americas"
"Brunei",1990,1.119e+09,"Asia"
"Bulgaria",1990,41966852156.4266,"Europe"
"Burkina Faso",1990,,"Africa"
"Burundi",1990,,"Africa"
"Cambodia",1990,,"Asia"
"Cameroon",1990,2.345e+09,"Africa"
"Canada",1990,446240812846.677,"Americas"
"Cape Verde",1990,,"Africa"
"Cayman Islands",1990,,"Americas"
"Central African Republic",1990,,"Africa"
"Chad",1990,,"Africa"
"Channel Islands",1990,,
"Chile",1990,1.6429e+10,"Americas"
"China",1990,584694860381.559,"Asia"
"Christmas Island",1990,,"Oceania"
"Cocos Island",1990,,
"Colombia",1990,2.8852e+10,"Americas"
"Comoros",1990,,"Africa"
"Congo, Dem. Rep.",1990,4.53e+09,"Africa"
"Congo, Rep.",1990,4.1e+08,"Africa"
"Cook Is",1990,,"Oceania"
"Costa Rica",1990,3.344e+09,"Americas"
"Cote d'Ivoire",1990,1.913e+09,"Africa"
"Croatia",1990,13510019079.4979,"Europe"
"Cuba",1990,1.2847e+10,"Americas"
"Cyprus",1990,1.863e+09,"Asia"
"Czech Republic",1990,57699420311.9897,"Europe"
"Czechoslovakia",1990,,
"Denmark",1990,30562564758.6949,"Europe"
"Djibouti",1990,,"Africa"
"Dominica",1990,,"Americas"
"Dominican Republic",1990,2.791e+09,"Americas"
"East Germany",1990,,
"Ecuador",1990,4.918e+09,"Americas"
"Egypt",1990,3.8049e+10,"Africa"
"El Salvador",1990,1.857e+09,"Americas"
"Equatorial Guinea",1990,,"Africa"
"Eritrea",1990,,"Africa"
"Eritrea and Ethiopia",1990,,
"Estonia",1990,9233911174.2866,"Europe"
"Ethiopia",1990,1.082e+09,"Africa"
"Faeroe Islands",1990,,"Europe"
"Falkland Is (Malvinas)",1990,,"Americas"
"Fiji",1990,,"Oceania"
"Finland",1990,62259124856.8365,"Europe"
"France",1990,338243482814.167,"Europe"
"French Guiana",1990,,"Americas"
"French Polynesia",1990,,"Oceania"
"Gabon",1990,8.73e+08,"Africa"
"Gambia",1990,,"Africa"
"Georgia",1990,16593757893.7943,"Asia"
"Germany",1990,525190121465.921,"Europe"
"Ghana",1990,4.78e+09,"Africa"
"Gibraltar",1990,,"Europe"
"Greece",1990,32859639371.139,"Europe"
"Greenland",1990,,"Americas"
"Grenada",1990,,"Americas"
"Guadeloupe",1990,,"Americas"
"Guam",1990,,"Oceania"
"Guatemala",1990,1.857e+09,"Americas"
"Guernsey",1990,,"Europe"
"Guinea",1990,,"Africa"
"Guinea-Bissau",1990,,"Africa"
"Guyana",1990,,"Americas"
"Haiti",1990,4.14e+08,"Americas"
"Holy See",1990,,"Europe"
"Honduras",1990,1.823e+09,"Americas"
"Hong Kong, China",1990,24206327264.6157,"Asia"
"Hungary",1990,35554990717.1668,"Europe"
"Iceland",1990,4114467106.96711,"Europe"
"India",1990,234292999463.729,"Asia"
"Indonesia",1990,29483999840.0616,"Asia"
"Iran",1990,5.3034e+10,"Asia"
"Iraq",1990,21771861613.3602,"Asia"
"Ireland",1990,13303971042.7567,"Europe"
"Isle of Man",1990,,"Europe"
"Israel",1990,18792598173.6051,"Asia"
"Italy",1990,235564747582.654,"Europe"
"Jamaica",1990,2077953514.64435,"Americas"
"Japan",1990,792939999478.051,"Asia"
"Jersey",1990,,"Europe"
"Jordan",1990,3587961548.8959,"Asia"
"Kazakhstan",1990,97609710667.9716,"Asia"
"Kenya",1990,2.93e+09,"Africa"
"Kiribati",1990,,"Oceania"
"North Korea",1990,2.5111e+10,"Asia"
"South Korea",1990,102002294767.081,"Asia"
"United Korea (former)
",1990,,"Asia"
"Kosovo",1990,,
"Kuwait",1990,1.723e+10,"Asia"
"Kyrgyz Republic",1990,10241695542.904,"Asia"
"Lao",1990,,"Asia"
"Latvia",1990,9048561133.03376,"Europe"
"Lebanon",1990,1.4e+09,"Asia"
"Lesotho",1990,,"Africa"
"Liberia",1990,,"Africa"
"Libya",1990,6.996e+09,"Africa"
"Liechtenstein",1990,,"Europe"
"Lithuania",1990,14870162354.327,"Europe"
"Luxembourg",1990,5210457705.90546,"Europe"
"Macao, China",1990,,"Asia"
"Macedonia, FYR",1990,5.325e+09,"Europe"
"Madagascar",1990,,"Africa"
"Malawi",1990,,"Africa"
"Malaysia",1990,2.0867e+10,"Asia"
"Maldives",1990,,"Asia"
"Mali",1990,,"Africa"
"Malta",1990,1037705056.89358,"Europe"
"Marshall Islands",1990,,"Oceania"
"Martinique",1990,,"Americas"
"Mauritania",1990,,"Africa"
"Mauritius",1990,,"Africa"
"Mayotte",1990,,"Africa"
"Mexico",1990,9.9476e+10,"Americas"
"Micronesia, Fed. Sts.",1990,,"Oceania"
"Moldova",1990,14119078490.2597,"Europe"
"Monaco",1990,,"Europe"
"Mongolia",1990,3.376e+09,"Asia"
"Montenegro",1990,,"Europe"
"Montserrat",1990,,"Americas"
"Morocco",1990,8.91e+09,"Africa"
"Mozambique",1990,5.48e+08,"Africa"
"Myanmar",1990,1.823e+09,"Asia"
"Namibia",1990,,"Africa"
"Nauru",1990,,"Oceania"
"Nepal",1990,6.65e+08,"Asia"
"Netherlands",1990,77707002480.7528,"Europe"
"Netherlands Antilles",1990,,"Americas"
"New Caledonia",1990,,"Oceania"
"New Zealand",1990,30485718103.79,"Oceania"
"Ngorno-Karabakh",1990,,
"Nicaragua",1990,1.278e+09,"Americas"
"Niger",1990,,"Africa"
"Nigeria",1990,8.291e+09,"Africa"
"Niue",1990,,"Oceania"
"Norfolk Island",1990,,"Oceania"
"Northern Cyprus",1990,,"Asia"
"Northern Mariana Islands",1990,,"Oceania"
"Norway",1990,99055280246.9802,"Europe"
"Oman",1990,3.963e+09,"Asia"
"Pakistan",1990,2.9865e+10,"Asia"
"Palau",1990,,"Oceania"
"Panama",1990,2.058e+09,"Americas"
"Papua New Guinea",1990,,"Oceania"
"Paraguay",1990,2.13e+09,"Americas"
"Peru",1990,1.1925e+10,"Americas"
"Philippines",1990,2.2347e+10,"Asia"
"Pitcairn",1990,,"Oceania"
"Poland",1990,124531306115.419,"Europe"
"Portugal",1990,25229230129.2028,"Europe"
"Puerto Rico",1990,,"Americas"
"Qatar",1990,4.568e+09,"Asia"
"Reunion",1990,,"Africa"
"Romania",1990,67870283728.162,"Europe"
"Russia",1990,989255357511.39,"Europe"
"Rwanda",1990,,"Africa"
"St. Barthélemy",1990,,"Americas"
"St. Helena",1990,,"Africa"
"St. Kitts and Nevis",1990,,"Americas"
"St. Lucia",1990,,"Americas"
"St. Martin",1990,,
"St. Vincent and the Grenadines",1990,,"Americas"
"St.-Pierre-et-Miquelon",1990,,"Americas"
"Samoa",1990,,"Oceania"
"San Marino",1990,,"Europe"
"Sao Tome and Principe",1990,,"Africa"
"Saudi Arabia",1990,6.5223e+10,"Asia"
"Senegal",1990,7.8e+08,"Africa"
"Serbia",1990,44290443985.236,"Europe"
"Serbia and Montenegro",1990,,
"Serbia excluding Kosovo",1990,,"Europe"
"Seychelles",1990,,"Africa"
"Sierra Leone",1990,,"Africa"
"Singapore",1990,15032628426.6492,"Asia"
"Slovak Republic",1990,29207639694.1644,"Europe"
"Slovenia",1990,10278767656.8605,"Europe"
"Solomon Islands",1990,,"Oceania"
"Somalia",1990,,"Africa"
"Somaliland",1990,,"Africa"
"South Africa",1990,163051362645.341,"Africa"
"South Ossetia",1990,,
"Spain",1990,137601013098.36,"Europe"
"Sri Lanka",1990,2673665233.73494,"Asia"
"Sudan",1990,1019709766.78393,"Africa"
"Suriname",1990,,"Americas"
"Svalbard",1990,,"Europe"
"Swaziland",1990,,"Africa"
"Sweden",1990,135537904983.797,"Europe"
"Switzerland",1990,50075501846.0971,"Europe"
"Syria",1990,8.573e+09,"Asia"
"Taiwan",1990,,"Asia"
"Tajikistan",1990,1.7746e+10,"Asia"
"Tanzania",1990,1.303e+09,"Africa"
"Thailand",1990,4.0131e+10,"Asia"
"Timor-Leste",1990,,"Asia"
"Togo",1990,3.43e+08,"Africa"
"Tokelau",1990,,"Oceania"
"Tonga",1990,,"Oceania"
"Transnistria",1990,,
"Trinidad and Tobago",1990,3.278e+09,"Americas"
"Tunisia",1990,5244759622.53507,"Africa"
"Turkey",1990,5.0131e+10,"Asia"
"Turkmenistan",1990,8.41e+09,"Asia"
"Turks and Caicos Islands",1990,,"Americas"
"Tuvalu",1990,,"Oceania"
"Uganda",1990,,"Africa"
"Ukraine",1990,247249080298.466,"Europe"
"United Arab Emirates",1990,1.5543e+10,"Asia"
"United Kingdom",1990,306473633081.646,"Europe"
"United States",1990,2967444865092.69,"Americas"
"Uruguay",1990,3.87e+09,"Americas"
"USSR",1990,,"Europe"
"Uzbekistan",1990,48892507178.9371,"Asia"
"Wallis et Futuna",1990,,"Oceania"
"Vanuatu",1990,,"Oceania"
"Venezuela",1990,48483345053.7215,"Americas"
"West Bank and Gaza",1990,,"Asia"
"West Germany",1990,,"Europe"
"Western Sahara",1990,,"Africa"
"Vietnam",1990,6582423106.69876,"Asia"
"Virgin Islands (U.S.)",1990,,"Americas"
"North Yemen (former)",1990,,
"South Yemen (former)",1990,,
"Yemen",1990,1.471e+09,"Asia"
"Yugoslavia",1990,,
"Zambia",1990,6.123e+09,"Africa"
"Zimbabwe",1990,9.028e+09,"Africa"
"Åland",1990,,"Europe"
"South Sudan",1990,,"Africa"
"Christian",1990,,
"Coastline",1990,,
"Curaçao",1990,,"Americas"
"Sint Maarten (Dutch part)",1990,,"Americas"
"St. Martin (French part)",1990,,"Americas"
"Antarctica",1990,,
"Virgin Islands, British",1990,,"Americas"
"Hawaiian Trade Zone",1990,,
"U.S. Pacific Islands",1990,,
"Wake Island",1990,,
"Bonaire",1990,,
"Sark",1990,,
"Chinese Taipei",1990,,"Asia"
"Saint Eustatius",1990,,
"Saba",1990,,
"Abkhazia",1991,,
"Afghanistan",1991,,"Asia"
"Akrotiri and Dhekelia",1991,,
"Albania",1991,1.301e+09,"Europe"
"Algeria",1991,1.4058e+10,"Africa"
"American Samoa",1991,,"Oceania"
"Andorra",1991,,"Europe"
"Angola",1991,6.67e+08,"Africa"
"Anguilla",1991,,"Americas"
"Antigua and Barbuda",1991,,"Americas"
"Argentina",1991,4.4577e+10,"Americas"
"Armenia",1991,9.428e+09,"Asia"
"Aruba",1991,,"Americas"
"Australia",1991,147609192258.794,"Oceania"
"Austria",1991,48997854269.5184,"Europe"
"Azerbaijan",1991,18862622430.2022,"Asia"
"Bahamas",1991,,"Americas"
"Bahrain",1991,3.163e+09,"Asia"
"Bangladesh",1991,5.324e+09,"Asia"
"Barbados",1991,,"Americas"
"Belarus",1991,45519653533.2548,"Europe"
"Belgium",1991,66396576875.6136,"Europe"
"Belize",1991,,"Americas"
"Benin",1991,,"Africa"
"Bermuda",1991,,"Americas"
"Bhutan",1991,,"Asia"
"Bolivia",1991,1.967e+09,"Americas"
"Bosnia and Herzegovina",1991,9.202e+09,"Europe"
"Botswana",1991,1.131e+09,"Africa"
"Brazil",1991,225383998518.642,"Americas"
"British Virgin Islands",1991,,"Americas"
"Brunei",1991,1.191e+09,"Asia"
"Bulgaria",1991,38129634780.1246,"Europe"
"Burkina Faso",1991,,"Africa"
"Burundi",1991,,"Africa"
"Cambodia",1991,,"Asia"
"Cameroon",1991,2.334e+09,"Africa"
"Canada",1991,451758156706.321,"Americas"
"Cape Verde",1991,,"Africa"
"Cayman Islands",1991,,"Americas"
"Central African Republic",1991,,"Africa"
"Chad",1991,,"Africa"
"Channel Islands",1991,,
"Chile",1991,1.7732e+10,"Americas"
"China",1991,637160692035.917,"Asia"
"Christmas Island",1991,,"Oceania"
"Cocos Island",1991,,
"Colombia",1991,2.941e+10,"Americas"
"Comoros",1991,,"Africa"
"Congo, Dem. Rep.",1991,4.506e+09,"Africa"
"Congo, Rep.",1991,4.48e+08,"Africa"
"Cook Is",1991,,"Oceania"
"Costa Rica",1991,3.592e+09,"Americas"
"Cote d'Ivoire",1991,1.835e+09,"Africa"
"Croatia",1991,12356446835.4767,"Europe"
"Cuba",1991,1.1195e+10,"Americas"
"Cyprus",1991,1.943e+09,"Asia"
"Czech Republic",1991,54177388874.5858,"Europe"
"Czechoslovakia",1991,,
"Denmark",1991,32050600828.2796,"Europe"
"Djibouti",1991,,"Africa"
"Dominica",1991,,"Americas"
"Dominican Republic",1991,2.918e+09,"Americas"
"East Germany",1991,,
"Ecuador",1991,5.33e+09,"Americas"
"Egypt",1991,3.9871e+10,"Africa"
"El Salvador",1991,1.981e+09,"Americas"
"Equatorial Guinea",1991,,"Africa"
"Eritrea",1991,,"Africa"
"Eritrea and Ethiopia",1991,,
"Estonia",1991,8977277299.76161,"Europe"
"Ethiopia",1991,1.088e+09,"Africa"
"Faeroe Islands",1991,,"Europe"
"Falkland Is (Malvinas)",1991,,"Americas"
"Fiji",1991,,"Oceania"
"Finland",1991,62467884054.6179,"Europe"
"France",1991,362247549326.569,"Europe"
"French Guiana",1991,,"Americas"
"French Polynesia",1991,,"Oceania"
"Gabon",1991,8.85e+08,"Africa"
"Gambia",1991,,"Africa"
"Georgia",1991,14612157480.7171,"Asia"
"Germany",1991,522898589369.089,"Europe"
"Ghana",1991,5.11e+09,"Africa"
"Gibraltar",1991,,"Europe"
"Greece",1991,33543015607.98,"Europe"
"Greenland",1991,,"Americas"
"Grenada",1991,,"Americas"
"Guadeloupe",1991,,"Americas"
"Guam",1991,,"Oceania"
"Guatemala",1991,1.958e+09,"Americas"
"Guernsey",1991,,"Europe"
"Guinea",1991,,"Africa"
"Guinea-Bissau",1991,,"Africa"
"Guyana",1991,,"Americas"
"Haiti",1991,3.23e+08,"Americas"
"Holy See",1991,,"Europe"
"Honduras",1991,1.793e+09,"Americas"
"Hong Kong, China",1991,25778430717.6634,"Asia"
"Hungary",1991,33402478563.7303,"Europe"
"Iceland",1991,4100022160.84749,"Europe"
"India",1991,2.55646e+11,"Asia"
"Indonesia",1991,32848999824.7603,"Asia"
"Iran",1991,5.7366e+10,"Asia"
"Iraq",1991,18734738417.7134,"Asia"
"Ireland",1991,13789217688.1277,"Europe"
"Isle of Man",1991,,"Europe"
"Israel",1991,18482058955.7486,"Asia"
"Italy",1991,240202072700.414,"Europe"
"Jamaica",1991,1721490232.19272,"Americas"
"Japan",1991,820840121180.397,"Asia"
"Jersey",1991,,"Europe"
"Jordan",1991,3438936229.3371,"Asia"
"Kazakhstan",1991,93166322742.7738,"Asia"
"Kenya",1991,3.061e+09,"Africa"
"Kiribati",1991,,"Oceania"
"North Korea",1991,2.3842e+10,"Asia"
"South Korea",1991,112356827007.396,"Asia"
"United Korea (former)
",1991,,"Asia"
"Kosovo",1991,,
"Kuwait",1991,1.009e+10,"Asia"
"Kyrgyz Republic",1991,10314866702.2135,"Asia"
"Lao",1991,,"Asia"
"Latvia",1991,8691435429.43981,"Europe"
"Lebanon",1991,2.8e+09,"Asia"
"Lesotho",1991,,"Africa"
"Liberia",1991,,"Africa"
"Libya",1991,7.533e+09,"Africa"
"Liechtenstein",1991,,"Europe"
"Lithuania",1991,14875707925.2532,"Europe"
"Luxembourg",1991,5434460620.15504,"Europe"
"Macao, China",1991,,"Asia"
"Macedonia, FYR",1991,5.398e+09,"Europe"
"Madagascar",1991,,"Africa"
"Malawi",1991,,"Africa"
"Malaysia",1991,2.3451e+10,"Asia"
"Maldives",1991,,"Asia"
"Mali",1991,,"Africa"
"Malta",1991,1359233703.35479,"Europe"
"Marshall Islands",1991,,"Oceania"
"Martinique",1991,,"Americas"
"Mauritania",1991,,"Africa"
"Mauritius",1991,,"Africa"
"Mayotte",1991,,"Africa"
"Mexico",1991,1.10774e+11,"Americas"
"Micronesia, Fed. Sts.",1991,,"Oceania"
"Moldova",1991,15035909906.0982,"Europe"
"Monaco",1991,,"Europe"
"Mongolia",1991,3.063e+09,"Asia"
"Montenegro",1991,,"Europe"
"Montserrat",1991,,"Americas"
"Morocco",1991,9.385e+09,"Africa"
"Mozambique",1991,7.43e+08,"Africa"
"Myanmar",1991,1.712e+09,"Asia"
"Namibia",1991,1.539e+09,"Africa"
"Nauru",1991,,"Oceania"
"Nepal",1991,7.22e+08,"Asia"
"Netherlands",1991,79882874180.0653,"Europe"
"Netherlands Antilles",1991,,"Americas"
"New Caledonia",1991,,"Oceania"
"New Zealand",1991,30469897433.5498,"Oceania"
"Ngorno-Karabakh",1991,,
"Nicaragua",1991,1.277e+09,"Americas"
"Niger",1991,,"Africa"
"Nigeria",1991,8.751e+09,"Africa"
"Niue",1991,,"Oceania"
"Norfolk Island",1991,,"Oceania"
"Northern Cyprus",1991,,"Asia"
"Northern Mariana Islands",1991,,"Oceania"
"Norway",1991,101494570355.902,"Europe"
"Oman",1991,4.08e+09,"Asia"
"Pakistan",1991,3.2922e+10,"Asia"
"Palau",1991,,"Oceania"
"Panama",1991,2.215e+09,"Americas"
"Papua New Guinea",1991,,"Oceania"
"Paraguay",1991,2.273e+09,"Americas"
"Peru",1991,1.2901e+10,"Americas"
"Philippines",1991,2.2473e+10,"Asia"
"Pitcairn",1991,,"Oceania"
"Poland",1991,117849021278.588,"Europe"
"Portugal",1991,26602375929.9622,"Europe"
"Puerto Rico",1991,,"Americas"
"Qatar",1991,4.381e+09,"Asia"
"Reunion",1991,,"Africa"
"Romania",1991,58410534525.0706,"Europe"
"Russia",1991,972500835351.457,"Europe"
"Rwanda",1991,,"Africa"
"St. Barthélemy",1991,,"Americas"
"St. Helena",1991,,"Africa"
"St. Kitts and Nevis",1991,,"Americas"
"St. Lucia",1991,,"Americas"
"St. Martin",1991,,
"St. Vincent and the Grenadines",1991,,"Americas"
"St.-Pierre-et-Miquelon",1991,,"Americas"
"Samoa",1991,,"Oceania"
"San Marino",1991,,"Europe"
"Sao Tome and Principe",1991,,"Africa"
"Saudi Arabia",1991,6.9137e+10,"Asia"
"Senegal",1991,7.96e+08,"Africa"
"Serbia",1991,42746076876.2484,"Europe"
"Serbia and Montenegro",1991,,
"Serbia excluding Kosovo",1991,,"Europe"
"Seychelles",1991,,"Africa"
"Sierra Leone",1991,,"Africa"
"Singapore",1991,15822091116.7108,"Asia"
"Slovak Republic",1991,27073280980.4623,"Europe"
"Slovenia",1991,9845756935.60512,"Europe"
"Solomon Islands",1991,,"Oceania"
"Somalia",1991,,"Africa"
"Somaliland",1991,,"Africa"
"South Africa",1991,163331392828.319,"Africa"
"South Ossetia",1991,,
"Spain",1991,140724033849.363,"Europe"
"Sri Lanka",1991,2809174986.39022,"Asia"
"Sudan",1991,1005392446.28101,"Africa"
"Suriname",1991,,"Americas"
"Svalbard",1991,,"Europe"
"Swaziland",1991,,"Africa"
"Sweden",1991,137289707329.668,"Europe"
"Switzerland",1991,51226938517.7423,"Europe"
"Syria",1991,8.978e+09,"Asia"
"Taiwan",1991,,"Asia"
"Tajikistan",1991,1.7283e+10,"Asia"
"Tanzania",1991,1.428e+09,"Africa"
"Thailand",1991,4.5333e+10,"Asia"
"Timor-Leste",1991,,"Asia"
"Togo",1991,3.28e+08,"Africa"
"Tokelau",1991,,"Oceania"
"Tonga",1991,,"Oceania"
"Transnistria",1991,,
"Trinidad and Tobago",1991,3.257e+09,"Americas"
"Tunisia",1991,5458399308.38402,"Africa"
"Turkey",1991,5.2938e+10,"Asia"
"Turkmenistan",1991,8.33e+09,"Asia"
"Turks and Caicos Islands",1991,,"Americas"
"Tuvalu",1991,,"Oceania"
"Uganda",1991,,"Africa"
"Ukraine",1991,239899497451.202,"Europe"
"United Arab Emirates",1991,1.579e+10,"Asia"
"United Kingdom",1991,312760696706.134,"Europe"
"United States",1991,3104010320330.5,"Americas"
"Uruguay",1991,4.212e+09,"Americas"
"USSR",1991,,"Europe"
"Uzbekistan",1991,48837070281.2142,"Asia"
"Wallis et Futuna",1991,,"Oceania"
"Vanuatu",1991,,"Oceania"
"Venezuela",1991,51149101491.3106,"Americas"
"West Bank and Gaza",1991,,"Asia"
"West Germany",1991,,"Europe"
"Western Sahara",1991,,"Africa"
"Vietnam",1991,6990914548.73711,"Asia"
"Virgin Islands (U.S.)",1991,,"Americas"
"North Yemen (former)",1991,,
"South Yemen (former)",1991,,
"Yemen",1991,1.64e+09,"Asia"
"Yugoslavia",1991,,
"Zambia",1991,6.076e+09,"Africa"
"Zimbabwe",1991,9.144e+09,"Africa"
"Åland",1991,,"Europe"
"South Sudan",1991,,"Africa"
"Christian",1991,,
"Coastline",1991,,
"Curaçao",1991,,"Americas"
"Sint Maarten (Dutch part)",1991,,"Americas"
"St. Martin (French part)",1991,,"Americas"
"Antarctica",1991,,
"Virgin Islands, British",1991,,"Americas"
"Hawaiian Trade Zone",1991,,
"U.S. Pacific Islands",1991,,
"Wake Island",1991,,
"Bonaire",1991,,
"Sark",1991,,
"Chinese Taipei",1991,,"Asia"
"Saint Eustatius",1991,,
"Saba",1991,,
"Abkhazia",1992,,
"Afghanistan",1992,,"Asia"
"Akrotiri and Dhekelia",1992,,
"Albania",1992,1.436e+09,"Europe"
"Algeria",1992,1.513e+10,"Africa"
"American Samoa",1992,,"Oceania"
"Andorra",1992,,"Europe"
"Angola",1992,6.77e+08,"Africa"
"Anguilla",1992,,"Americas"
"Antigua and Barbuda",1992,,"Americas"
"Argentina",1992,4.7289e+10,"Americas"
"Armenia",1992,6.757e+09,"Asia"
"Aruba",1992,,"Americas"
"Australia",1992,149882721278.765,"Oceania"
"Austria",1992,48439067836.85,"Europe"
"Azerbaijan",1992,16515791919.534,"Asia"
"Bahamas",1992,,"Americas"
"Bahrain",1992,3.7e+09,"Asia"
"Bangladesh",1992,6.523e+09,"Asia"
"Barbados",1992,,"Americas"
"Belarus",1992,40296730574.1973,"Europe"
"Belgium",1992,68537253341.7593,"Europe"
"Belize",1992,,"Americas"
"Benin",1992,,"Africa"
"Bermuda",1992,,"Americas"
"Bhutan",1992,,"Asia"
"Bolivia",1992,2.077e+09,"Americas"
"Bosnia and Herzegovina",1992,4.705e+09,"Europe"
"Botswana",1992,1.262e+09,"Africa"
"Brazil",1992,230472998509.058,"Americas"
"British Virgin Islands",1992,,"Americas"
"Brunei",1992,1.32e+09,"Asia"
"Bulgaria",1992,32317091588.4051,"Europe"
"Burkina Faso",1992,,"Africa"
"Burundi",1992,,"Africa"
"Cambodia",1992,,"Asia"
"Cameroon",1992,2.36e+09,"Africa"
"Canada",1992,456459313251.189,"Americas"
"Cape Verde",1992,,"Africa"
